baseline_id;titulo;capability;status_no_snapshot;achados;evidencias;requisitos_r2;changes;cenarios;tarefas;baseline_url;observacao
DEC-04;Decisões e compatibilidade introduzidas na v4;decisoes-e-governanca;DOCUMENTAL;F-39;"openspec/changes/hub-interoperabilidade-v4/TRACEABILITY.md:68;openspec/changes/hub-interoperabilidade-v4/TRACEABILITY.md:84;openspec/changes/hub-interoperabilidade-v4/TRACEABILITY.md:138;openspec/changes/hub-interoperabilidade-v4/tasks.md:1";R2-QUA-04;r2-09-qualificacao-e-rastreabilidade;"R2-QUA-04-S01;R2-QUA-04-S02;R2-QUA-04-S03";r2-09-qualificacao-e-rastreabilidade:2.4/3.4;https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md#L84;"Registro normativo existe; aprovação/qualificação não presumida."
DEC-05;Registro de gaps, riscos e mitigação;decisoes-e-governanca;DOCUMENTAL;F-39;"openspec/changes/hub-interoperabilidade-v4/TRACEABILITY.md:68;openspec/changes/hub-interoperabilidade-v4/TRACEABILITY.md:84;openspec/changes/hub-interoperabilidade-v4/TRACEABILITY.md:138;openspec/changes/hub-interoperabilidade-v4/tasks.md:1";"R2-QUA-01;R2-QUA-04";r2-09-qualificacao-e-rastreabilidade;"R2-QUA-01-S01;R2-QUA-01-S02;R2-QUA-01-S03;R2-QUA-04-S01;R2-QUA-04-S02;R2-QUA-04-S03";"r2-09-qualificacao-e-rastreabilidade:2.1/3.1;r2-09-qualificacao-e-rastreabilidade:2.4/3.4";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/decisoes-e-governanca/spec.md#L112;"Registro normativo existe; aprovação/qualificação não presumida."
OPE-01;Modelo de capacidade;desempenho-e-operacao;NAO_IMPLEMENTADO;F-37;"hub/deploy/k8s/README.md:106;hub/evidence/EVIDENCE.md:1;hub/test/e2e/e2e_test.go:9";R2-OPE-09;r2-08-operacao-elastica-e-observavel;"R2-OPE-09-S01;R2-OPE-09-S02;R2-OPE-09-S03";r2-08-operacao-elastica-e-observavel:2.9/3.9;https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md#L5;"Obrigação não implementada no escopo normativo; modelos/comentários isolados não a satisfazem."
OPE-02;Estratégia de baixa latência;desempenho-e-operacao;PARCIAL_NAO_QUALIFICADO;"F-29;F-42";"hub/internal/objectstore/objectstore.go:43;hub/internal/objectstore/objectstore.go:56;hub/internal/objectstore/objectstore.go:79;hub/internal/orbita/handlers.go:114;hub/internal/atlasclient/client.go:43;hub/internal/platform/pg/pg.go:29;hub/internal/queue/queue.go:199";R2-OPE-09;r2-08-operacao-elastica-e-observavel;"R2-OPE-09-S01;R2-OPE-09-S02;R2-OPE-09-S03";r2-08-operacao-elastica-e-observavel:2.9/3.9;https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md#L23;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
OPE-03;SLOs e semântica de garantia;desempenho-e-operacao;NAO_IMPLEMENTADO;"F-36;F-37";"hub/internal/platform/httpserver/metrics.go:16;hub/internal/platform/httpserver/httpserver.go:115;hub/internal/dispatch/contract.go:35;hub/deploy/docker-compose.yml:3;hub/deploy/k8s/README.md:106;hub/evidence/EVIDENCE.md:1;hub/test/e2e/e2e_test.go:9";"R2-OPE-07;R2-OPE-09";r2-08-operacao-elastica-e-observavel;"R2-OPE-07-S01;R2-OPE-07-S02;R2-OPE-07-S03;R2-OPE-09-S01;R2-OPE-09-S02;R2-OPE-09-S03";"r2-08-operacao-elastica-e-observavel:2.7/3.7;r2-08-operacao-elastica-e-observavel:2.9/3.9";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md#L41;"Obrigação não implementada no escopo normativo; modelos/comentários isolados não a satisfazem."
OPE-04;Ambientes e alta disponibilidade;desempenho-e-operacao;PARCIAL_NAO_QUALIFICADO;"F-31;F-32;F-34";"hub/deploy/docker-compose.yml:3;hub/deploy/docker-compose.yml:12;hub/deploy/docker-compose.yml:25;hub/admin-ui/README.md:1;hub/deploy/k8s/README.md:3;hub/deploy/k8s/kustomization.yaml:16;hub/deploy/k8s/cometa.yaml:8;hub/deploy/k8s/orbita.yaml:86;hub/internal/queue/queue.go:58;hub/internal/queue/queue.go:126;hub/internal/objectstore/objectstore.go:27;hub/cmd/orbita/main.go:74";"R2-OPE-01;R2-OPE-02;R2-OPE-08";r2-08-operacao-elastica-e-observavel;"R2-OPE-01-S01;R2-OPE-01-S02;R2-OPE-01-S03;R2-OPE-02-S01;R2-OPE-02-S02;R2-OPE-02-S03;R2-OPE-08-S01;R2-OPE-08-S02;R2-OPE-08-S03";"r2-08-operacao-elastica-e-observavel:2.1/3.1;r2-08-operacao-elastica-e-observavel:2.2/3.2;r2-08-operacao-elastica-e-observavel:2.8/3.8";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md#L64;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
OPE-05;Probes, escala e proteção;desempenho-e-operacao;PARCIAL_NAO_QUALIFICADO;"F-32;F-35";"hub/deploy/k8s/README.md:3;hub/deploy/k8s/kustomization.yaml:16;hub/deploy/k8s/cometa.yaml:8;hub/deploy/k8s/orbita.yaml:86;hub/internal/platform/httpserver/httpserver.go:86;hub/cmd/orbita/main.go:115;hub/cmd/cometa/main.go:52;hub/deploy/k8s/orbita.yaml:82";"R2-OPE-02;R2-OPE-03";r2-08-operacao-elastica-e-observavel;"R2-OPE-02-S01;R2-OPE-02-S02;R2-OPE-02-S03;R2-OPE-03-S01;R2-OPE-03-S02;R2-OPE-03-S03";"r2-08-operacao-elastica-e-observavel:2.2/3.2;r2-08-operacao-elastica-e-observavel:2.3/3.3";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md#L82;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
OPE-06;Observabilidade e runbooks;desempenho-e-operacao;PARCIAL_NAO_QUALIFICADO;F-36;"hub/internal/platform/httpserver/metrics.go:16;hub/internal/platform/httpserver/httpserver.go:115;hub/internal/dispatch/contract.go:35;hub/deploy/docker-compose.yml:3";"R2-ADM-10;R2-OPE-07";"r2-05-console-administrativo;r2-08-operacao-elastica-e-observavel";"R2-ADM-10-S01;R2-ADM-10-S02;R2-ADM-10-S03;R2-OPE-07-S01;R2-OPE-07-S02;R2-OPE-07-S03";"r2-05-console-administrativo:2.10/3.10;r2-08-operacao-elastica-e-observavel:2.7/3.7";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md#L100;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
OPE-07;Amortecimento e controle adaptativo do provedor;desempenho-e-operacao;NAO_IMPLEMENTADO;"F-15;F-16";"hub/internal/cometa/poller.go:48;hub/internal/cometa/store.go:134;hub/internal/cometa/worker.go:34;hub/internal/cometa/poller.go:41;hub/internal/pulsar/worker.go:51;hub/deploy/kong/kong.yml:18";"R2-INT-06;R2-ADM-06";"r2-03-integracoes-credenciais-e-pressao;r2-05-console-administrativo";"R2-INT-06-S01;R2-INT-06-S02;R2-INT-06-S03;R2-INT-06-S04;R2-ADM-06-S01;R2-ADM-06-S02;R2-ADM-06-S03";"r2-03-integracoes-credenciais-e-pressao:2.6/3.6;r2-05-console-administrativo:2.6/3.6";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md#L118;"Obrigação não implementada no escopo normativo; modelos/comentários isolados não a satisfazem."
OPE-08;Isolamento de concorrência e células;desempenho-e-operacao;NAO_IMPLEMENTADO;"F-16;F-42";"hub/internal/cometa/worker.go:34;hub/internal/cometa/poller.go:41;hub/internal/pulsar/worker.go:51;hub/deploy/kong/kong.yml:18;hub/internal/orbita/handlers.go:114;hub/internal/atlasclient/client.go:43;hub/internal/platform/pg/pg.go:29;hub/internal/queue/queue.go:199";"R2-INT-06;R2-OPE-04;R2-OPE-05";"r2-03-integracoes-credenciais-e-pressao;r2-08-operacao-elastica-e-observavel";"R2-INT-06-S01;R2-INT-06-S02;R2-INT-06-S03;R2-INT-06-S04;R2-OPE-04-S01;R2-OPE-04-S02;R2-OPE-04-S03;R2-OPE-05-S01;R2-OPE-05-S02;R2-OPE-05-S03";"r2-03-integracoes-credenciais-e-pressao:2.6/3.6;r2-08-operacao-elastica-e-observavel:2.4/3.4;r2-08-operacao-elastica-e-observavel:2.5/3.5";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md#L141;"Obrigação não implementada no escopo normativo; modelos/comentários isolados não a satisfazem."
OPE-09;Orçamento de latência e paralelismo;desempenho-e-operacao;NAO_IMPLEMENTADO;"F-16;F-42";"hub/internal/cometa/worker.go:34;hub/internal/cometa/poller.go:41;hub/internal/pulsar/worker.go:51;hub/deploy/kong/kong.yml:18;hub/internal/orbita/handlers.go:114;hub/internal/atlasclient/client.go:43;hub/internal/platform/pg/pg.go:29;hub/internal/queue/queue.go:199";R2-OPE-09;r2-08-operacao-elastica-e-observavel;"R2-OPE-09-S01;R2-OPE-09-S02;R2-OPE-09-S03";r2-08-operacao-elastica-e-observavel:2.9/3.9;https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md#L164;"Obrigação não implementada no escopo normativo; modelos/comentários isolados não a satisfazem."
OPE-10;Aferição de SLA em ambas as relações;desempenho-e-operacao;NAO_IMPLEMENTADO;"F-09;F-21;F-36";"hub/internal/orbita/store.go:204;hub/internal/orbita/deadline_timer.go:22;hub/internal/cometa/executor.go:267;hub/admin-ui/src/App.tsx:9;hub/internal/atlas/handlers.go:24;hub/internal/libra/handlers.go:25;hub/internal/platform/httpserver/metrics.go:16;hub/internal/platform/httpserver/httpserver.go:115;hub/internal/dispatch/contract.go:35;hub/deploy/docker-compose.yml:3";"R2-EXE-06;R2-INT-08;R2-ADM-10;R2-OPE-07";"r2-02-execucao-duravel-e-resultados;r2-03-integracoes-credenciais-e-pressao;r2-05-console-administrativo;r2-08-operacao-elastica-e-observavel";"R2-EXE-06-S01;R2-EXE-06-S02;R2-EXE-06-S03;R2-EXE-06-S04;R2-INT-08-S01;R2-INT-08-S02;R2-INT-08-S03;R2-ADM-10-S01;R2-ADM-10-S02;R2-ADM-10-S03;R2-OPE-07-S01;R2-OPE-07-S02;R2-OPE-07-S03";"r2-02-execucao-duravel-e-resultados:2.6/3.6;r2-03-integracoes-credenciais-e-pressao:2.8/3.8;r2-05-console-administrativo:2.10/3.10;r2-08-operacao-elastica-e-observavel:2.7/3.7";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md#L182;"Obrigação não implementada no escopo normativo; modelos/comentários isolados não a satisfazem."
OPE-11;Preservação de informação e limites da garantia;desempenho-e-operacao;PARCIAL_NAO_QUALIFICADO;"F-04;F-05;F-37";"hub/internal/orbita/handlers.go:178;hub/internal/orbita/handlers.go:213;hub/internal/orbita/dispatcher.go:78;hub/internal/orbita/store.go:74;hub/internal/cometa/worker.go:34;hub/internal/orbita/factconsumer.go:51;hub/internal/pulsar/consumer.go:38;hub/internal/libra/consumers.go:45;hub/deploy/k8s/README.md:106;hub/evidence/EVIDENCE.md:1;hub/test/e2e/e2e_test.go:9";"R2-EXE-05;R2-EXE-09;R2-DAD-02;R2-DAD-03;R2-DAD-05;R2-OPE-09";"r2-02-execucao-duravel-e-resultados;r2-07-objetos-dados-e-retencao;r2-08-operacao-elastica-e-observavel";"R2-EXE-05-S01;R2-EXE-05-S02;R2-EXE-05-S03;R2-EXE-09-S01;R2-EXE-09-S02;R2-EXE-09-S03;R2-DAD-02-S01;R2-DAD-02-S02;R2-DAD-02-S03;R2-DAD-03-S01;R2-DAD-03-S02;R2-DAD-03-S03;R2-DAD-05-S01;R2-DAD-05-S02;R2-DAD-05-S03;R2-OPE-09-S01;R2-OPE-09-S02;R2-OPE-09-S03";"r2-02-execucao-duravel-e-resultados:2.5/3.5;r2-02-execucao-duravel-e-resultados:2.9/3.9;r2-07-objetos-dados-e-retencao:2.2/3.2;r2-07-objetos-dados-e-retencao:2.3/3.3;r2-07-objetos-dados-e-retencao:2.5/3.5;r2-08-operacao-elastica-e-observavel:2.9/3.9";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md#L200;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
OPE-12;Escala automática de ponta a ponta;desempenho-e-operacao;PARCIAL_NAO_QUALIFICADO;"F-32;F-33";"hub/deploy/k8s/README.md:3;hub/deploy/k8s/kustomization.yaml:16;hub/deploy/k8s/cometa.yaml:8;hub/deploy/k8s/orbita.yaml:86;hub/migrations/control/0001_init.sql:62;hub/deploy/terraform/main.tf:517;hub/deploy/terraform/crossplane/composition.yaml:272;hub/deploy/terraform/main.tf:736";R2-OPE-04;r2-08-operacao-elastica-e-observavel;"R2-OPE-04-S01;R2-OPE-04-S02;R2-OPE-04-S03";r2-08-operacao-elastica-e-observavel:2.4/3.4;https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md#L218;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
OPE-13;Matriz de dependências e fallback seguro;desempenho-e-operacao;PARCIAL_NAO_QUALIFICADO;"F-14;F-35";"hub/cmd/cometa/main.go:43;hub/internal/providerauth/client.go:88;hub/cmd/orbita/main.go:54;hub/internal/atlasclient/client.go:131;hub/internal/platform/httpserver/httpserver.go:86;hub/cmd/orbita/main.go:115;hub/cmd/cometa/main.go:52;hub/deploy/k8s/orbita.yaml:82";"R2-INT-03;R2-OPE-03;R2-OPE-06";"r2-03-integracoes-credenciais-e-pressao;r2-08-operacao-elastica-e-observavel";"R2-INT-03-S01;R2-INT-03-S02;R2-INT-03-S03;R2-OPE-03-S01;R2-OPE-03-S02;R2-OPE-03-S03;R2-OPE-06-S01;R2-OPE-06-S02;R2-OPE-06-S03";"r2-03-integracoes-credenciais-e-pressao:2.3/3.3;r2-08-operacao-elastica-e-observavel:2.3/3.3;r2-08-operacao-elastica-e-observavel:2.6/3.6";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md#L236;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
OPE-14;Manutenção sem indisponibilidade evitável;desempenho-e-operacao;NAO_IMPLEMENTADO;"F-14;F-31;F-35";"hub/cmd/cometa/main.go:43;hub/internal/providerauth/client.go:88;hub/cmd/orbita/main.go:54;hub/internal/atlasclient/client.go:131;hub/deploy/docker-compose.yml:3;hub/deploy/docker-compose.yml:12;hub/deploy/docker-compose.yml:25;hub/admin-ui/README.md:1;hub/internal/platform/httpserver/httpserver.go:86;hub/cmd/orbita/main.go:115;hub/cmd/cometa/main.go:52;hub/deploy/k8s/orbita.yaml:82";R2-OPE-03;r2-08-operacao-elastica-e-observavel;"R2-OPE-03-S01;R2-OPE-03-S02;R2-OPE-03-S03";r2-08-operacao-elastica-e-observavel:2.3/3.3;https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md#L304;"Obrigação não implementada no escopo normativo; modelos/comentários isolados não a satisfazem."
OPE-15;Criticidade, tolerância a falhas e continuidade operacional;desempenho-e-operacao;NAO_IMPLEMENTADO;F-37;"hub/deploy/k8s/README.md:106;hub/evidence/EVIDENCE.md:1;hub/test/e2e/e2e_test.go:9";"R2-DAD-05;R2-OPE-09;R2-QUA-03";"r2-07-objetos-dados-e-retencao;r2-08-operacao-elastica-e-observavel;r2-09-qualificacao-e-rastreabilidade";"R2-DAD-05-S01;R2-DAD-05-S02;R2-DAD-05-S03;R2-OPE-09-S01;R2-OPE-09-S02;R2-OPE-09-S03;R2-QUA-03-S01;R2-QUA-03-S02;R2-QUA-03-S03";"r2-07-objetos-dados-e-retencao:2.5/3.5;r2-08-operacao-elastica-e-observavel:2.9/3.9;r2-09-qualificacao-e-rastreabilidade:2.3/3.3";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/desempenho-e-operacao/spec.md#L322;"Obrigação não implementada no escopo normativo; modelos/comentários isolados não a satisfazem."
EXE-01;Admissão durável;execucao-e-integracoes;PARCIAL_NAO_QUALIFICADO;F-04;"hub/internal/orbita/handlers.go:178;hub/internal/orbita/handlers.go:213;hub/internal/orbita/dispatcher.go:78;hub/internal/orbita/store.go:74";"R2-EXE-01;R2-EXE-02";r2-02-execucao-duravel-e-resultados;"R2-EXE-01-S01;R2-EXE-01-S02;R2-EXE-01-S03;R2-EXE-02-S01;R2-EXE-02-S02;R2-EXE-02-S03";"r2-02-execucao-duravel-e-resultados:2.1/3.1;r2-02-execucao-duravel-e-resultados:2.2/3.2";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md#L5;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
EXE-02;Modos de atendimento;execucao-e-integracoes;PARCIAL_NAO_QUALIFICADO;F-11;"hub/internal/orbita/handlers.go:168;hub/internal/orbita/handlers.go:187;hub/internal/orbita/handlers.go:242;hub/internal/platform/httpserver/httpserver.go:90";R2-EXE-07;r2-02-execucao-duravel-e-resultados;"R2-EXE-07-S01;R2-EXE-07-S02;R2-EXE-07-S03;R2-EXE-07-S04";r2-02-execucao-duravel-e-resultados:2.7/3.7;https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md#L28;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
EXE-03;Estados e autoridade;execucao-e-integracoes;PARCIAL_NAO_QUALIFICADO;F-07;"hub/internal/cometa/store.go:32;hub/internal/cometa/executor.go:100;hub/internal/cometa/store.go:85;hub/internal/dispatch/contract.go:40";"R2-EXE-09;R2-CAT-04";"r2-02-execucao-duravel-e-resultados;r2-04-catalogo-produtos-e-contratos";"R2-EXE-09-S01;R2-EXE-09-S02;R2-EXE-09-S03;R2-CAT-04-S01;R2-CAT-04-S02;R2-CAT-04-S03";"r2-02-execucao-duravel-e-resultados:2.9/3.9;r2-04-catalogo-produtos-e-contratos:2.4/3.4";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md#L51;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
EXE-04;Operação e correlação;execucao-e-integracoes;PARCIAL_NAO_QUALIFICADO;"F-06;F-07";"hub/internal/cometa/executor.go:120;hub/internal/cometa/executor.go:192;hub/internal/cometa/executor.go:267;hub/internal/cometa/store.go:45;hub/internal/cometa/store.go:32;hub/internal/cometa/executor.go:100;hub/internal/cometa/store.go:85;hub/internal/dispatch/contract.go:40";"R2-EXE-03;R2-EXE-04";r2-02-execucao-duravel-e-resultados;"R2-EXE-03-S01;R2-EXE-03-S02;R2-EXE-03-S03;R2-EXE-04-S01;R2-EXE-04-S02;R2-EXE-04-S03";"r2-02-execucao-duravel-e-resultados:2.3/3.3;r2-02-execucao-duravel-e-resultados:2.4/3.4";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md#L74;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
EXE-05;Polling configurável;execucao-e-integracoes;PARCIAL_NAO_QUALIFICADO;F-15;"hub/internal/cometa/poller.go:48;hub/internal/cometa/store.go:134";R2-INT-04;r2-03-integracoes-credenciais-e-pressao;"R2-INT-04-S01;R2-INT-04-S02;R2-INT-04-S03;R2-INT-04-S04";r2-03-integracoes-credenciais-e-pressao:2.4/3.4;https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md#L92;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
EXE-06;Concorrência entre callback e polling;execucao-e-integracoes;PARCIAL_NAO_QUALIFICADO;"F-03;F-15";"hub/internal/cometa/handlers.go:73;hub/internal/cometa/executor.go:267;hub/internal/cometa/poller.go:48;hub/internal/cometa/store.go:134";R2-INT-04;r2-03-integracoes-credenciais-e-pressao;"R2-INT-04-S01;R2-INT-04-S02;R2-INT-04-S03;R2-INT-04-S04";r2-03-integracoes-credenciais-e-pressao:2.4/3.4;https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md#L115;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
EXE-07;Contrato de consultas públicas;execucao-e-integracoes;PARCIAL_NAO_QUALIFICADO;F-01;"hub/internal/orbita/handlers.go:95;hub/internal/orbita/handlers.go:279;hub/deploy/kong/kong.yml:4";"R2-SEG-01;R2-EXE-08;R2-ADM-08";"r2-01-identidade-e-isolamento;r2-02-execucao-duravel-e-resultados;r2-05-console-administrativo";"R2-SEG-01-S01;R2-SEG-01-S02;R2-SEG-01-S03;R2-EXE-08-S01;R2-EXE-08-S02;R2-EXE-08-S03;R2-ADM-08-S01;R2-ADM-08-S02;R2-ADM-08-S03";"r2-01-identidade-e-isolamento:2.1/3.1;r2-02-execucao-duravel-e-resultados:2.8/3.8;r2-05-console-administrativo:2.8/3.8";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md#L133;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
EXE-08;Webhooks;execucao-e-integracoes;PARCIAL_NAO_QUALIFICADO;"F-05;F-26;F-27";"hub/internal/cometa/worker.go:34;hub/internal/orbita/factconsumer.go:51;hub/internal/pulsar/consumer.go:38;hub/internal/libra/consumers.go:45;hub/internal/pulsar/store.go:64;hub/internal/pulsar/store.go:91;hub/internal/pulsar/worker.go:71;hub/migrations/core/0001_init.sql:101;hub/internal/pulsar/store.go:105;hub/internal/pulsar/worker.go:15;hub/internal/pulsar/worker.go:59";"R2-EXE-05;R2-INT-07;R2-ADM-09";"r2-02-execucao-duravel-e-resultados;r2-03-integracoes-credenciais-e-pressao;r2-05-console-administrativo";"R2-EXE-05-S01;R2-EXE-05-S02;R2-EXE-05-S03;R2-INT-07-S01;R2-INT-07-S02;R2-INT-07-S03;R2-INT-07-S04;R2-ADM-09-S01;R2-ADM-09-S02;R2-ADM-09-S03";"r2-02-execucao-duravel-e-resultados:2.5/3.5;r2-03-integracoes-credenciais-e-pressao:2.7/3.7;r2-05-console-administrativo:2.9/3.9";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md#L156;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
EXE-09;Falhas, retry e encerramento;execucao-e-integracoes;PARCIAL_NAO_QUALIFICADO;"F-07;F-10";"hub/internal/cometa/store.go:32;hub/internal/cometa/executor.go:100;hub/internal/cometa/store.go:85;hub/internal/dispatch/contract.go:40;hub/internal/atlas/store.go:40;hub/internal/orbita/handlers.go:166;hub/internal/cometa/executor.go:182";"R2-EXE-03;R2-EXE-09;R2-INT-05;R2-ADM-09";"r2-02-execucao-duravel-e-resultados;r2-03-integracoes-credenciais-e-pressao;r2-05-console-administrativo";"R2-EXE-03-S01;R2-EXE-03-S02;R2-EXE-03-S03;R2-EXE-09-S01;R2-EXE-09-S02;R2-EXE-09-S03;R2-INT-05-S01;R2-INT-05-S02;R2-INT-05-S03;R2-INT-05-S04;R2-ADM-09-S01;R2-ADM-09-S02;R2-ADM-09-S03";"r2-02-execucao-duravel-e-resultados:2.3/3.3;r2-02-execucao-duravel-e-resultados:2.9/3.9;r2-03-integracoes-credenciais-e-pressao:2.5/3.5;r2-05-console-administrativo:2.9/3.9";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md#L179;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
EXE-10;TTL de reprocessamento em segundos;execucao-e-integracoes;PARCIAL_NAO_QUALIFICADO;F-10;"hub/internal/atlas/store.go:40;hub/internal/orbita/handlers.go:166;hub/internal/cometa/executor.go:182";"R2-INT-05;R2-ADM-07";"r2-03-integracoes-credenciais-e-pressao;r2-05-console-administrativo";"R2-INT-05-S01;R2-INT-05-S02;R2-INT-05-S03;R2-INT-05-S04;R2-ADM-07-S01;R2-ADM-07-S02;R2-ADM-07-S03";"r2-03-integracoes-credenciais-e-pressao:2.5/3.5;r2-05-console-administrativo:2.7/3.7";https://github.com/leandroclf/ai-hub/blob/a39d394b0d87185ed4cc3861c12ec45f2c302d9e/openspec/changes/hub-interoperabilidade-v4/specs/execucao-e-integracoes/spec.md#L202;Há parte do mecanismo ou artefato, mas cenários/invariantes normativos não estão integralmente comprovados.
