scenario_key,scenario_id,change,requirement_id,requirement_title,scenario_title,spec,line,source_digest
hub-interoperabilidade-v4:QUA-01:S003,QUA-01:S003,hub-interoperabilidade-v4,QUA-01,Estratégia de engenharia,Coleção sintética de referência contém os casos obrigatórios,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,18,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-01:S004,QUA-01:S004,hub-interoperabilidade-v4,QUA-01,Estratégia de engenharia,Homologação usa sandbox real para capacidades não simuláveis,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,23,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-02:S001,QUA-02:S001,hub-interoperabilidade-v4,QUA-02,Casos críticos de falha e concorrência,Commit sem resposta ao cliente preserva idempotência,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,31,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-02:S002,QUA-02:S002,hub-interoperabilidade-v4,QUA-02,Casos críticos de falha e concorrência,Banco gravado com broker fora preserva o outbox,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,36,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-02:S003,QUA-02:S003,hub-interoperabilidade-v4,QUA-02,Casos críticos de falha e concorrência,Timeout externo ambíguo resulta em UNKNOWN sem failover indevido,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,41,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-02:S004,QUA-02:S004,hub-interoperabilidade-v4,QUA-02,Casos críticos de falha e concorrência,Callback e polling simultâneos produzem uma única conclusão,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,46,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-02:S005,QUA-02:S005,hub-interoperabilidade-v4,QUA-02,Casos críticos de falha e concorrência,Quota de provedor compartilhada respeita limite global sob escala horizontal,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,51,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-02:S006,QUA-02:S006,hub-interoperabilidade-v4,QUA-02,Casos críticos de falha e concorrência,Saldo disputado não excede o limite estrito do contrato,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,56,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-02:S007,QUA-02:S007,hub-interoperabilidade-v4,QUA-02,Casos críticos de falha e concorrência,Webhook indisponível não gera reexecução indevida,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,61,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-02:S008,QUA-02:S008,hub-interoperabilidade-v4,QUA-02,Casos críticos de falha e concorrência,Restauração de backup com efeitos externos já realizados bloqueia saída até reconciliar,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,66,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-02:S009,QUA-02:S009,hub-interoperabilidade-v4,QUA-02,Casos críticos de falha e concorrência,Casos adicionais de segurança e contrato são cobertos além da tabela principal,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,71,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-03:S001,QUA-03:S001,hub-interoperabilidade-v4,QUA-03,Critérios de aceite e evidência,Relatório de desempenho incompleto não qualifica um SLO,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,79,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-03:S002,QUA-03:S002,hub-interoperabilidade-v4,QUA-03,Critérios de aceite e evidência,"""Fila vazia"" não prova ausência de perda",openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,84,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-03:S003,QUA-03:S003,hub-interoperabilidade-v4,QUA-03,Critérios de aceite e evidência,Faturamento é validado por calculadora independente antes do aceite,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,89,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-03:S004,QUA-03:S004,hub-interoperabilidade-v4,QUA-03,Critérios de aceite e evidência,Consulta local (GET) não gera nova chamada ao provedor,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,94,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-03:S005,QUA-03:S005,hub-interoperabilidade-v4,QUA-03,Critérios de aceite e evidência,Bloqueador de release não é reclassificado para cumprir prazo,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,99,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-04:S001,QUA-04:S001,hub-interoperabilidade-v4,QUA-04,Gates e definição de pronto,G0 não exige conta de produção para fatia sintética,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,107,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-04:S002,QUA-04:S002,hub-interoperabilidade-v4,QUA-04,Gates e definição de pronto,G2 bloqueia promoção sem testes negativos entre tenants aprovados,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,112,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-04:S003,QUA-04:S003,hub-interoperabilidade-v4,QUA-04,Gates e definição de pronto,G3 exige o mesmo artefato de produção e prova correspondente ao RPO assumido,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,117,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-04:S004,QUA-04:S004,hub-interoperabilidade-v4,QUA-04,Gates e definição de pronto,"G4 não declara produção pronta com endpoints ""não implementado""",openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,122,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-04:S005,QUA-04:S005,hub-interoperabilidade-v4,QUA-04,Gates e definição de pronto,Oferta crítica em G4 exige perfil OPE-15 e cenários QUA-06 aprovados,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,127,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S001,QUA-05:S001,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,TTL contínuo mantém a mesma janela através de reinício e troca de worker,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,135,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S002,QUA-05:S002,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,TTL zero e erro permanente não geram repetição indevida,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,140,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S003,QUA-05:S003,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,"Provedor lento sem falhas HTTP resulta em expiração explícita, não em sucesso tardio",openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,145,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S004,QUA-05:S004,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,Fronteira temporal do deadline produz um único final,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,150,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S005,QUA-05:S005,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,Retorno tardio com impacto financeiro não gera receita de sucesso,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,155,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S006,QUA-05:S006,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,Pressão variável ajusta o limite efetivo sem ultrapassar o teto,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,160,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S007,QUA-05:S007,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,Múltiplas réplicas do Cometa respeitam a quota agregada com fencing,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,165,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S008,QUA-05:S008,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,Cliente ruidoso não consome a reserva de outro tenant,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,170,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S009,QUA-05:S009,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,Administração entre tenants nega cliente e audita administrador,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,175,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S010,QUA-05:S010,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,Preservação de fatos confirmados após falha correlacionada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,180,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-06:S001,QUA-06:S001,hub-interoperabilidade-v4,QUA-06,Qualificação integrada da v4,SYNC nativo conclui na mesma conexão com broker cortado,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,188,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-06:S002,QUA-06:S002,hub-interoperabilidade-v4,QUA-06,Qualificação integrada da v4,UUIDv7 persiste em todo protocolo mesmo com resposta de criação perdida,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,193,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-06:S003,QUA-06:S003,hub-interoperabilidade-v4,QUA-06,Qualificação integrada da v4,Redis totalmente desligado mantém o SLO qualificado sem dependência oculta,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,198,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-06:S004,QUA-06:S004,hub-interoperabilidade-v4,QUA-06,Qualificação integrada da v4,Writer indisponível antes do aceite impede falso aceite,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,203,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-06:S005,QUA-06:S005,hub-interoperabilidade-v4,QUA-06,Qualificação integrada da v4,Cofre quente/frio limita uso do material ao período de validade,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,208,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-06:S006,QUA-06:S006,hub-interoperabilidade-v4,QUA-06,Qualificação integrada da v4,Conta e pagador permanecem corretos e segregados sob polls pagos e final tardio,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,213,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-06:S007,QUA-06:S007,hub-interoperabilidade-v4,QUA-06,Qualificação integrada da v4,Redis versus autorização nega leitura mesmo em fallback,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,218,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-06:S008,QUA-06:S008,hub-interoperabilidade-v4,QUA-06,Qualificação integrada da v4,Perda regional/partição exige RPO/RTO comprovados dentro do perfil contratado,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,223,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-06:S009,QUA-06:S009,hub-interoperabilidade-v4,QUA-06,Qualificação integrada da v4,"Dado insuficiente resulta em NÃO QUALIFICADO, não em aprovação por ausência de erro",openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,228,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-01-S01,R2-SEG-01-S01,r2-01-identidade-e-isolamento,R2-SEG-01,Identidade autenticada e autorização por recurso,Cliente autorizado,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,11,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-01-S02,R2-SEG-01-S02,r2-01-identidade-e-isolamento,R2-SEG-01,Identidade autenticada e autorização por recurso,Tentativa entre tenants,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,17,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-01-S03,R2-SEG-01-S03,r2-01-identidade-e-isolamento,R2-SEG-01,Identidade autenticada e autorização por recurso,Token inválido,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,23,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-02-S01,R2-SEG-02-S01,r2-01-identidade-e-isolamento,R2-SEG-02,Workloads com menor privilégio,Chamada interna permitida,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,35,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-02-S02,R2-SEG-02-S02,r2-01-identidade-e-isolamento,R2-SEG-02,Workloads com menor privilégio,Bypass pela porta interna,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,41,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-02-S03,R2-SEG-02-S03,r2-01-identidade-e-isolamento,R2-SEG-02,Workloads com menor privilégio,Pool reutilizado,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,47,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-03-S01,R2-SEG-03-S01,r2-01-identidade-e-isolamento,R2-SEG-03,Leitura administrativa individual entre tenants,Diagnóstico de desenvolvedor,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,59,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-03-S02,R2-SEG-03-S02,r2-01-identidade-e-isolamento,R2-SEG-03,Leitura administrativa individual entre tenants,Sem elevação implícita,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,65,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-03-S03,R2-SEG-03-S03,r2-01-identidade-e-isolamento,R2-SEG-03,Leitura administrativa individual entre tenants,Auditoria indisponível,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,71,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-04-S01,R2-SEG-04-S01,r2-01-identidade-e-isolamento,R2-SEG-04,Destinos externos e callbacks protegidos,Destino homologado,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,83,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-04-S02,R2-SEG-04-S02,r2-01-identidade-e-isolamento,R2-SEG-04,Destinos externos e callbacks protegidos,SSRF e rebinding,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,89,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-04-S03,R2-SEG-04-S03,r2-01-identidade-e-isolamento,R2-SEG-04,Destinos externos e callbacks protegidos,Rede privada legítima,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,95,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-05-S01,R2-SEG-05-S01,r2-01-identidade-e-isolamento,R2-SEG-05,Sessão administrativa e trilha de alterações,Alteração atribuível,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,107,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-05-S02,R2-SEG-05-S02,r2-01-identidade-e-isolamento,R2-SEG-05,Sessão administrativa e trilha de alterações,Sessão termina,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,113,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-05-S03,R2-SEG-05-S03,r2-01-identidade-e-isolamento,R2-SEG-05,Sessão administrativa e trilha de alterações,Falha de backend,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,119,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-01-S01,R2-EXE-01-S01,r2-02-execucao-duravel-e-resultados,R2-EXE-01,Aceite e intenção recuperáveis em todas as modalidades,Crash após aceite,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,11,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-01-S02,R2-EXE-01-S02,r2-02-execucao-duravel-e-resultados,R2-EXE-01,Aceite e intenção recuperáveis em todas as modalidades,Broker indisponível,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,17,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-01-S03,R2-EXE-01-S03,r2-02-execucao-duravel-e-resultados,R2-EXE-01,Aceite e intenção recuperáveis em todas as modalidades,Commit incerto,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,23,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-02-S01,R2-EXE-02-S01,r2-02-execucao-duravel-e-resultados,R2-EXE-02,Idempotência concorrente com UUID recuperável,Concorrência real,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,35,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-02-S02,R2-EXE-02-S02,r2-02-execucao-duravel-e-resultados,R2-EXE-02,Idempotência concorrente com UUID recuperável,Chave divergente,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,41,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-02-S03,R2-EXE-02-S03,r2-02-execucao-duravel-e-resultados,R2-EXE-02,Idempotência concorrente com UUID recuperável,Erro após aceite,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,47,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-03-S01,R2-EXE-03-S01,r2-02-execucao-duravel-e-resultados,R2-EXE-03,Um dono de despacho e tentativa anterior ao efeito,Dois executores,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,59,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-03-S02,R2-EXE-03-S02,r2-02-execucao-duravel-e-resultados,R2-EXE-03,Um dono de despacho e tentativa anterior ao efeito,Crash após envio,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,65,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-03-S03,R2-EXE-03-S03,r2-02-execucao-duravel-e-resultados,R2-EXE-03,Um dono de despacho e tentativa anterior ao efeito,Fencing antigo,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,71,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-04-S01,R2-EXE-04-S01,r2-02-execucao-duravel-e-resultados,R2-EXE-04,Resultado externo válido e durável,Conteúdo real,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,83,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-04-S02,R2-EXE-04-S02,r2-02-execucao-duravel-e-resultados,R2-EXE-04,Resultado externo válido e durável,Resposta inválida,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,89,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-04-S03,R2-EXE-04-S03,r2-02-execucao-duravel-e-resultados,R2-EXE-04,Resultado externo válido e durável,Commit falha,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,95,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-05-S01,R2-EXE-05-S01,r2-02-execucao-duravel-e-resultados,R2-EXE-05,"Inbox, outbox e confirmação de mensagens",Efeito falha,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,107,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-05-S02,R2-EXE-05-S02,r2-02-execucao-duravel-e-resultados,R2-EXE-05,"Inbox, outbox e confirmação de mensagens",Reentrega após commit,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,113,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-05-S03,R2-EXE-05-S03,r2-02-execucao-duravel-e-resultados,R2-EXE-05,"Inbox, outbox e confirmação de mensagens",Schema desconhecido,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,119,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-06-S01,R2-EXE-06-S01,r2-02-execucao-duravel-e-resultados,R2-EXE-06,Deadline por confirmação durável e final tardio,Timer atrasado,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,131,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-06-S02,R2-EXE-06-S02,r2-02-execucao-duravel-e-resultados,R2-EXE-06,Deadline por confirmação durável e final tardio,Commit cruza o limite,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,137,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-06-S03,R2-EXE-06-S03,r2-02-execucao-duravel-e-resultados,R2-EXE-06,Deadline por confirmação durável e final tardio,Final e expiração concorrentes,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,143,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-06-S04,R2-EXE-06-S04,r2-02-execucao-duravel-e-resultados,R2-EXE-06,Deadline por confirmação durável e final tardio,Resultado tardio custoso,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,149,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-07-S01,R2-EXE-07-S01,r2-02-execucao-duravel-e-resultados,R2-EXE-07,SYNC direto e AUTO com espera limitada,SYNC com broker parado,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,161,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
