scenario_key,scenario_id,change,requirement_id,requirement_title,scenario_title,status,evidence,spec,line,source_digest
hub-interoperabilidade-v4:QUA-02:S009,QUA-02:S009,hub-interoperabilidade-v4,QUA-02,Casos críticos de falha e concorrência,Casos adicionais de segurança e contrato são cobertos além da tabela principal,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,71,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-03:S001,QUA-03:S001,hub-interoperabilidade-v4,QUA-03,Critérios de aceite e evidência,Relatório de desempenho incompleto não qualifica um SLO,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,79,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-03:S002,QUA-03:S002,hub-interoperabilidade-v4,QUA-03,Critérios de aceite e evidência,"""Fila vazia"" não prova ausência de perda",NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,84,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-03:S003,QUA-03:S003,hub-interoperabilidade-v4,QUA-03,Critérios de aceite e evidência,Faturamento é validado por calculadora independente antes do aceite,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,89,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-03:S004,QUA-03:S004,hub-interoperabilidade-v4,QUA-03,Critérios de aceite e evidência,Consulta local (GET) não gera nova chamada ao provedor,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,94,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-03:S005,QUA-03:S005,hub-interoperabilidade-v4,QUA-03,Critérios de aceite e evidência,Bloqueador de release não é reclassificado para cumprir prazo,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,99,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-04:S001,QUA-04:S001,hub-interoperabilidade-v4,QUA-04,Gates e definição de pronto,G0 não exige conta de produção para fatia sintética,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,107,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-04:S002,QUA-04:S002,hub-interoperabilidade-v4,QUA-04,Gates e definição de pronto,G2 bloqueia promoção sem testes negativos entre tenants aprovados,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,112,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-04:S003,QUA-04:S003,hub-interoperabilidade-v4,QUA-04,Gates e definição de pronto,G3 exige o mesmo artefato de produção e prova correspondente ao RPO assumido,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,117,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-04:S004,QUA-04:S004,hub-interoperabilidade-v4,QUA-04,Gates e definição de pronto,"G4 não declara produção pronta com endpoints ""não implementado""",NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,122,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-04:S005,QUA-04:S005,hub-interoperabilidade-v4,QUA-04,Gates e definição de pronto,Oferta crítica em G4 exige perfil OPE-15 e cenários QUA-06 aprovados,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,127,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S001,QUA-05:S001,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,TTL contínuo mantém a mesma janela através de reinício e troca de worker,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,135,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S002,QUA-05:S002,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,TTL zero e erro permanente não geram repetição indevida,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,140,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S003,QUA-05:S003,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,"Provedor lento sem falhas HTTP resulta em expiração explícita, não em sucesso tardio",NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,145,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S004,QUA-05:S004,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,Fronteira temporal do deadline produz um único final,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,150,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S005,QUA-05:S005,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,Retorno tardio com impacto financeiro não gera receita de sucesso,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,155,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S006,QUA-05:S006,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,Pressão variável ajusta o limite efetivo sem ultrapassar o teto,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,160,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S007,QUA-05:S007,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,Múltiplas réplicas do Cometa respeitam a quota agregada com fencing,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,165,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S008,QUA-05:S008,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,Cliente ruidoso não consome a reserva de outro tenant,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,170,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S009,QUA-05:S009,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,Administração entre tenants nega cliente e audita administrador,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,175,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-05:S010,QUA-05:S010,hub-interoperabilidade-v4,QUA-05,Qualificação dos incrementos v3,Preservação de fatos confirmados após falha correlacionada,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,180,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-06:S001,QUA-06:S001,hub-interoperabilidade-v4,QUA-06,Qualificação integrada da v4,SYNC nativo conclui na mesma conexão com broker cortado,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,188,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-06:S002,QUA-06:S002,hub-interoperabilidade-v4,QUA-06,Qualificação integrada da v4,UUIDv7 persiste em todo protocolo mesmo com resposta de criação perdida,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,193,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-06:S003,QUA-06:S003,hub-interoperabilidade-v4,QUA-06,Qualificação integrada da v4,Redis totalmente desligado mantém o SLO qualificado sem dependência oculta,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,198,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-06:S004,QUA-06:S004,hub-interoperabilidade-v4,QUA-06,Qualificação integrada da v4,Writer indisponível antes do aceite impede falso aceite,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,203,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-06:S005,QUA-06:S005,hub-interoperabilidade-v4,QUA-06,Qualificação integrada da v4,Cofre quente/frio limita uso do material ao período de validade,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,208,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-06:S006,QUA-06:S006,hub-interoperabilidade-v4,QUA-06,Qualificação integrada da v4,Conta e pagador permanecem corretos e segregados sob polls pagos e final tardio,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,213,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-06:S007,QUA-06:S007,hub-interoperabilidade-v4,QUA-06,Qualificação integrada da v4,Redis versus autorização nega leitura mesmo em fallback,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,218,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-06:S008,QUA-06:S008,hub-interoperabilidade-v4,QUA-06,Qualificação integrada da v4,Perda regional/partição exige RPO/RTO comprovados dentro do perfil contratado,NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,223,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
hub-interoperabilidade-v4:QUA-06:S009,QUA-06:S009,hub-interoperabilidade-v4,QUA-06,Qualificação integrada da v4,"Dado insuficiente resulta em NÃO QUALIFICADO, não em aprovação por ausência de erro",NAO_QUALIFICADO_NESTA_RODADA,sem execução/evidência vinculada nesta rodada,openspec/changes/hub-interoperabilidade-v4/specs/qualidade-e-aceite/spec.md,228,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-01-S01,R2-SEG-01-S01,r2-01-identidade-e-isolamento,R2-SEG-01,Identidade autenticada e autorização por recurso,Cliente autorizado,PASS_UNITARIO,r2-security.log — TestR2Seg01Scenarios/R2-SEG-01-S01_cliente_autorizado,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,11,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-01-S02,R2-SEG-01-S02,r2-01-identidade-e-isolamento,R2-SEG-01,Identidade autenticada e autorização por recurso,Tentativa entre tenants,PASS_INTEGRADO_LOCAL,r2-security.log — TestR2Seg01Scenarios/R2-SEG-01-S02_tentativa_entre_tenants com middleware JWT e headers removidos,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,17,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-01-S03,R2-SEG-01-S03,r2-01-identidade-e-isolamento,R2-SEG-01,Identidade autenticada e autorização por recurso,Token inválido,PASS_INTEGRADO_LOCAL,r2-security.log — TestR2Seg01Scenarios/R2-SEG-01-S03_token_invalido com 401/403 e zero efeitos,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,23,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-02-S01,R2-SEG-02-S01,r2-01-identidade-e-isolamento,R2-SEG-02,Workloads com menor privilégio,Chamada interna permitida,PASS_UNITARIO,r2-security.log — TestR2Seg02Scenarios/R2-SEG-02-S01_chamada_interna_permitida,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,35,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-02-S02,R2-SEG-02-S02,r2-01-identidade-e-isolamento,R2-SEG-02,Workloads com menor privilégio,Bypass pela porta interna,PASS_UNITARIO,r2-security.log — TestR2Seg02Scenarios/R2-SEG-02-S02_bypass_pela_porta_interna,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,41,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-02-S03,R2-SEG-02-S03,r2-01-identidade-e-isolamento,R2-SEG-02,Workloads com menor privilégio,Pool reutilizado,PASS_UNITARIO,r2-security.log — TestR2Seg02Scenarios/R2-SEG-02-S03_pool_reutilizado,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,47,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-03-S01,R2-SEG-03-S01,r2-01-identidade-e-isolamento,R2-SEG-03,Leitura administrativa individual entre tenants,Diagnóstico de desenvolvedor,PASS_INTEGRADO,r2-security.log — TestR2Seg03Scenarios/R2-SEG-03-S01_diagnostico_de_desenvolvedor com PostgreSQL real,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,59,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-03-S02,R2-SEG-03-S02,r2-01-identidade-e-isolamento,R2-SEG-03,Leitura administrativa individual entre tenants,Sem elevação implícita,PASS_INTEGRADO,r2-security.log — TestR2Seg03Scenarios/R2-SEG-03-S02_sem_elevacao_implicita com PostgreSQL real,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,65,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-03-S03,R2-SEG-03-S03,r2-01-identidade-e-isolamento,R2-SEG-03,Leitura administrativa individual entre tenants,Auditoria indisponível,PASS_INTEGRADO,r2-security.log — TestR2Seg03Scenarios/R2-SEG-03-S03_auditoria_indisponivel com PostgreSQL real,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,71,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-04-S01,R2-SEG-04-S01,r2-01-identidade-e-isolamento,R2-SEG-04,Destinos externos e callbacks protegidos,Destino homologado,PASS_INTEGRADO_LOCAL,r2-seg04-egress.log — HTTPS/TLS efetivo com transporte restrito à origem homologada,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,83,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-04-S02,R2-SEG-04-S02,r2-01-identidade-e-isolamento,R2-SEG-04,Destinos externos e callbacks protegidos,SSRF e rebinding,PASS_INTEGRADO_LOCAL,r2-seg04-egress.log — SSRF/metadados recusados e redirect não seguido para outra origem,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,89,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-04-S03,R2-SEG-04-S03,r2-01-identidade-e-isolamento,R2-SEG-04,Destinos externos e callbacks protegidos,Rede privada legítima,PASS_INTEGRADO_LOCAL,r2-seg04-egress.log — rede privada limitada ao host e porta aprovados,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,95,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-05-S01,R2-SEG-05-S01,r2-01-identidade-e-isolamento,R2-SEG-05,Sessão administrativa e trilha de alterações,Alteração atribuível,PASS_INTEGRADO,"r2-seg05-admin.log — publicação registra autor, revisão, hash e razão em PostgreSQL",openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,107,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-05-S02,R2-SEG-05-S02,r2-01-identidade-e-isolamento,R2-SEG-05,Sessão administrativa e trilha de alterações,Sessão termina,PASS_INTEGRADO_LOCAL,r2-seg05-admin.log — Chromium limpa estado sensível e logout retorna 401 na API administrativa,openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,113,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-01-identidade-e-isolamento:R2-SEG-05-S03,R2-SEG-05-S03,r2-01-identidade-e-isolamento,R2-SEG-05,Sessão administrativa e trilha de alterações,Falha de backend,PASS_UNITARIO,"r2-seg05-admin.log — erro público tem código/correlação e não expõe DSN, token, stack ou segredo",openspec/changes/r2-01-identidade-e-isolamento/specs/identidade-e-isolamento-operacional/spec.md,119,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-01-S01,R2-EXE-01-S01,r2-02-execucao-duravel-e-resultados,R2-EXE-01,Aceite e intenção recuperáveis em todas as modalidades,Crash após aceite,PASS_INTEGRADO,"crash-after-acceptance-runtime-latest.json — aceite ASYNC durável sobreviveu ao reinício imediato de Órbita, a mesma obrigação foi recuperada até SUCCEEDED e PostgreSQL/provider-sim confirmaram um protocolo, uma operação e um efeito",openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,11,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-01-S02,R2-EXE-01-S02,r2-02-execucao-duravel-e-resultados,R2-EXE-01,Aceite e intenção recuperáveis em todas as modalidades,Broker indisponível,PASS_INTEGRADO,async-broker-outage-runtime-latest.json — broker indisponível antes do aceite retornou 202/ACCEPTED,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,17,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-01-S03,R2-EXE-01-S03,r2-02-execucao-duravel-e-resultados,R2-EXE-01,Aceite e intenção recuperáveis em todas as modalidades,Commit incerto,PASS_INTEGRADO_LOCAL,"commit-uncertain-runtime-latest.json — cliente encerrou a conexão após enviar o request, PostgreSQL recuperou um único protocolo ACCEPTED e o replay autenticado retornou o mesmo UUID sem criar operação duplicada",openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,23,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-02-S01,R2-EXE-02-S01,r2-02-execucao-duravel-e-resultados,R2-EXE-02,Idempotência concorrente com UUID recuperável,Concorrência real,PASS_INTEGRADO,r2-int-exe-qualification.log — TestAdmissionPostgresAtomicIdempotency disputa concorrente e converge em um protocolo,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,35,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-02-S02,R2-EXE-02-S02,r2-02-execucao-duravel-e-resultados,R2-EXE-02,Idempotência concorrente com UUID recuperável,Chave divergente,PASS_INTEGRADO,r2-int-exe-qualification.log — TestAdmissionPostgresAtomicIdempotency recusa hash divergente sem substituir o aceite,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,41,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-02-S03,R2-EXE-02-S03,r2-02-execucao-duravel-e-resultados,R2-EXE-02,Idempotência concorrente com UUID recuperável,Erro após aceite,PASS_INTEGRADO_LOCAL,commit-uncertain-runtime-latest.json — replay após perda da resposta recuperou o UUID do aceite conhecido e confirmou cardinalidade única de protocolo/operação,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,47,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-03-S01,R2-EXE-03-S01,r2-02-execucao-duravel-e-resultados,R2-EXE-03,Um dono de despacho e tentativa anterior ao efeito,Dois executores,PASS_INTEGRADO,r2-int-exe-qualification.log — TestPostgresSubmissionAndObservationCustody conserva tentativa e posse única,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,59,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-03-S02,R2-EXE-03-S02,r2-02-execucao-duravel-e-resultados,R2-EXE-03,Um dono de despacho e tentativa anterior ao efeito,Crash após envio,PASS_INTEGRADO,r2-int-exe-qualification.log — TestPostgresExecutorDropAfterEffectIsUnknownAndNotReexecuted,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,65,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-03-S03,R2-EXE-03-S03,r2-02-execucao-duravel-e-resultados,R2-EXE-03,Um dono de despacho e tentativa anterior ao efeito,Fencing antigo,PASS_INTEGRADO,r2-int-exe-qualification.log — TestPostgresSubmissionLeaseFencesStaleOwner,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,71,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-04-S01,R2-EXE-04-S01,r2-02-execucao-duravel-e-resultados,R2-EXE-04,Resultado externo válido e durável,Conteúdo real,PASS_INTEGRADO,r2-int-exe-qualification.log — TestOperationFactPostgresCustody conserva result_marker distinto do input e TestPostgresProviderReceiptIsSeparateFromNormalizedResult,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,83,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-04-S02,R2-EXE-04-S02,r2-02-execucao-duravel-e-resultados,R2-EXE-04,Resultado externo válido e durável,Resposta inválida,PASS_INTEGRADO_LOCAL,"invalid-provider-response-integration-latest.log — provedor HTTP retornou JSON inválido, Cometa conservou UNKNOWN com invalid_provider_response, não criou SUCCEEDED/recibo bruto e não repetiu o POST",openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,89,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-04-S03,R2-EXE-04-S03,r2-02-execucao-duravel-e-resultados,R2-EXE-04,Resultado externo válido e durável,Commit falha,PASS_INTEGRADO_LOCAL,"commit-failure-recovery-latest.log — resposta SUCCEEDED válida seguida de falha de commit deixou obrigação UNKNOWN reconciliável, preservou correlação/recibo, não publicou outbox e não repetiu o submit",openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,95,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
r2-02-execucao-duravel-e-resultados:R2-EXE-05-S01,R2-EXE-05-S01,r2-02-execucao-duravel-e-resultados,R2-EXE-05,"Inbox, outbox e confirmação de mensagens",Efeito falha,PASS_INTEGRADO,r2-int-exe-qualification.log — TestOperationFactPostgresCustody não confirma mensagem sem finalização durável,openspec/changes/r2-02-execucao-duravel-e-resultados/specs/execucao-duravel-e-resultados/spec.md,107,363db7fd0613b909c75beaeb9eb7dfe1e3cb52c8f4ecbbbbb697241e381dde9b
